,pdbid,binding_affinity
3246,1o35,5.00
3247,1oai,5.00
3248,1pip,5.00
3249,1ql7,5.00
3250,1r6z,5.00
3251,1sbr,5.00
3252,1sts,5.00
3253,1uvu,5.00
3254,1w2h,5.00
3255,1yid,5.00
3256,1zhl,5.00
3257,2aig,5.00
3258,2bgd,5.00
3259,2jqi,5.00
3260,2kbs,5.00
3261,2oiq,5.00
3262,2oym,5.00
3263,2qcn,5.00
3264,2vxn,5.00
3265,2w6u,5.00
3266,2w76,5.00
3267,2y6c,5.00
3268,3b5y,5.00
3269,3cfn,5.00
3270,3d1g,5.00
3271,3dkg,5.00
3272,3dp1,5.00
3273,3dvp,5.00
3274,3ezr,5.00
3275,3gbe,5.00
3276,3k02,5.00
3277,3new,5.00
3278,3omc,5.00
3279,3p9m,5.00
3280,3pax,5.00
3281,3sv9,5.00
3282,3ufa,5.00
3283,3uii,5.00
3284,3uqg,5.00
3285,3vbv,5.00
3286,4b78,5.00
3287,4cts,5.00
3288,4czs,5.00
3289,4g11,5.00
3290,4iu4,5.00
3291,4lv4,5.00
3292,4mdt,5.00
3293,4mw7,5.00
3294,4n5g,5.00
3295,4n8r,5.00
3296,4o7c,5.00
3297,4oi6,5.00
3298,4p74,5.00
3299,4pnq,5.00
3300,4rn1,5.00
3301,4u6c,5.00
3302,4waf,5.00
3303,4xbb,5.00
3304,4xsx,5.00
3305,4xxh,5.00
3306,4zh2,5.00
3307,5aux,5.00
3308,5c7e,5.00
3309,5dl1,5.00
3310,1ppi,5.01
3311,2glp,5.01
3312,2i1r,5.01
3313,3ads,5.01
3314,3mxs,5.01
3315,3tfk,5.01
3316,3uda,5.01
3317,4agq,5.01
3318,4btb,5.01
3319,4dds,5.01
3320,4m5g,5.01
3321,4qz4,5.01
3322,4u4x,5.01
3323,4uzh,5.01
3324,4yyl,5.01
3325,5am2,5.01
3326,1fsg,5.02
3327,1u9l,5.02
3328,2cct,5.02
3329,2d0k,5.02
3330,2m3m,5.02
3331,2or4,5.02
3332,2wji,5.02
3333,2xbp,5.02
3334,3bgc,5.02
3335,3smq,5.02
3336,3usx,5.02
3337,4dow,5.02
3338,4est,5.02
3339,4l7r,5.02
3340,4mz6,5.02
3341,4nro,5.02
3342,4rlk,5.02
3343,4rll,5.02
3344,4u70,5.02
3345,4w4s,5.02
3346,4w9l,5.02
3347,5d1s,5.02
3348,1i1e,5.03
3349,2qt5,5.03
3350,3aje,5.03
3351,3rdh,5.03
3352,4io5,5.03
3353,4jjq,5.03
3354,4np9,5.03
3355,4rcg,5.03
3356,4trz,5.03
3357,4y6s,5.03
3358,4y7r,5.03
3359,4yat,5.03
3360,1m5d,5.04
3361,1mfa,5.04
3362,2h2g,5.04
3363,2jmj,5.04
3364,2oht,5.04
3365,2w85,5.04
3366,2wmv,5.04
3367,3tz0,5.04
3368,3v4j,5.04
3369,4dgr,5.04
3370,4jaz,5.04
3371,4jym,5.04
3372,4lk7,5.04
3373,4lph,5.04
3374,4uu5,5.04
3375,4yp1,5.04
3376,4yuz,5.04
3377,4z7n,5.04
3378,1dgm,5.05
3379,1fkw,5.05
3380,1gi8,5.05
3381,1qxk,5.05
3382,1uu8,5.05
3383,2brc,5.05
3384,3aau,5.05
3385,3fpm,5.05
3386,3hxd,5.05
3387,3s2o,5.05
3388,3s76,5.05
3389,3sxu,5.05
3390,3uzd,5.05
3391,3zjc,5.05
3392,4c94,5.05
3393,4euo,5.05
3394,4fmq,5.05
3395,4ie7,5.05
3396,4kvm,5.05
3397,4oct,5.05
3398,4oeg,5.05
3399,4pnw,5.05
3400,4rqv,5.05
3401,4y2y,5.05
3402,4yzu,5.05
3403,5acx,5.05
3404,5auw,5.05
3405,2h6k,5.06
3406,2ipo,5.06
3407,2v77,5.06
3408,2vwf,5.06
3409,2yge,5.06
3410,3f68,5.06
3411,3p9h,5.06
3412,4cfx,5.06
3413,4ebw,5.06
3414,4h7q,5.06
3415,4j7i,5.06
3416,5a2i,5.06
3417,5c1w,5.06
3418,2c3l,5.07
3419,2i7c,5.07
3420,2xm1,5.07
3421,2yfa,5.07
3422,3axm,5.07
3423,3juo,5.07
3424,3r00,5.07
3425,4eok,5.07
3426,4f8j,5.07
3427,4knz,5.07
3428,4yab,5.07
3429,5ak3,5.07
3430,1enu,5.08
3431,1gfy,5.08
3432,2qtg,5.08
3433,3efr,5.08
3434,3m94,5.08
3435,3nw5,5.08
3436,3qsb,5.08
3437,3qyy,5.08
3438,3snd,5.08
3439,3tb6,5.08
3440,3w2o,5.08
3441,4drk,5.08
3442,4ie0,5.08
3443,4mho,5.08
3444,4ock,5.08
3445,4ocv,5.08
3446,4od7,5.08
3447,4oiv,5.08
3448,4twd,5.08
3449,4xx9,5.08
3450,4z2h,5.08
3451,1m48,5.09
3452,1nw7,5.09
3453,1yyy,5.09
3454,1zkl,5.09
3455,2y1o,5.09
3456,2ygf,5.09
3457,2yk9,5.09
3458,3hbo,5.09
3459,3o4l,5.09
3460,3w2p,5.09
3461,4c72,5.09
3462,4cq0,5.09
3463,4f6x,5.09
3464,4qvy,5.09
3465,4r4q,5.09
3466,4utv,5.09
3467,4x3u,5.09
3468,4xpj,5.09
3469,1b9t,5.10
3470,1ez9,5.10
3471,1kmy,5.10
3472,1m6p,5.10
3473,1o0o,5.10
3474,1od8,5.10
3475,1onz,5.10
3476,1rlp,5.10
3477,1rlq,5.10
3478,1t4j,5.10
3479,1v0k,5.10
3480,1v0m,5.10
3481,1vj6,5.10
3482,1w7g,5.10
3483,1x8s,5.10
3484,1yvx,5.10
3485,1zaj,5.10
3486,2am2,5.10
3487,2d1x,5.10
3488,2h5a,5.10
3489,2m41,5.10
3490,2pnx,5.10
3491,2qrq,5.10
3492,2r02,5.10
3493,2r9w,5.10
3494,3bxs,5.10
3495,3gy4,5.10
3496,3h22,5.10
3497,3nif,5.10
3498,3p4v,5.10
3499,3qw8,5.10
3500,3syr,5.10
3501,3u3f,5.10
3502,3ujb,5.10
3503,3vp2,5.10
3504,3zvy,5.10
3505,4b77,5.10
3506,4cdr,5.10
3507,4dcs,5.10
3508,4ejf,5.10
3509,4h3q,5.10
3510,4iho,5.10
3511,4qsh,5.10
3512,4qsk,5.10
3513,4qvn,5.10
3514,4rkx,5.10
3515,4rn6,5.10
3516,4tk3,5.10
3517,4tk4,5.10
3518,1k4h,5.11
3519,1yp9,5.11
3520,2h6q,5.11
3521,3gpj,5.11
3522,3hnb,5.11
3523,3k4d,5.11
3524,3ozj,5.11
3525,4b6u,5.11
3526,4e49,5.11
3527,4em7,5.11
3528,4gly,5.11
3529,4qfl,5.11
3530,5c7d,5.11
3531,1qaw,5.12
3532,1uv6,5.12
3533,2i5f,5.12
3534,2web,5.12
3535,2y8o,5.12
3536,2yjw,5.12
3537,2yjx,5.12
3538,3bki,5.12
3539,3hb8,5.12
3540,3kad,5.12
3541,3n2c,5.12
3542,3nkx,5.12
3543,3tu9,5.12
3544,3zso,5.12
3545,4ay6,5.12
3546,4bio,5.12
3547,4f1l,5.12
3548,4gj6,5.12
3549,4h81,5.12
3550,4kiw,5.12
3551,4m5n,5.12
3552,4pci,5.12
3553,4zed,5.12
3554,5d1w,5.12
3555,1gcz,5.13
3556,1hti,5.13
3557,2kwn,5.13
3558,2x4t,5.13
3559,3aza,5.13
3560,3o8g,5.13
3561,3s9e,5.13
3562,3wk4,5.13
3563,4ezt,5.13
3564,4flj,5.13
3565,4l7c,5.13
3566,1pmx,5.14
3567,1w2x,5.14
3568,1y3x,5.14
3569,1zzz,5.14
3570,2br1,5.14
3571,2hqu,5.14
3572,2lct,5.14
3573,2xi7,5.14
3574,2yaz,5.14
3575,2zjv,5.14
3576,3bls,5.14
3577,3kr2,5.14
3578,3pj2,5.14
3579,3sow,5.14
3580,3tao,5.14
3581,3wuu,5.14
3582,4aua,5.14
3583,4bdj,5.14
3584,4c1g,5.14
3585,4ejl,5.14
3586,4iks,5.14
3587,4qw0,5.14
3588,4xjt,5.14
3589,5btr,5.14
3590,1g6s,5.15
3591,1jcx,5.15
3592,1jvu,5.15
3593,1kna,5.15
3594,1ljt,5.15
3595,1lkx,5.15
3596,1mzs,5.15
3597,1o0m,5.15
3598,1pb8,5.15
3599,1qk3,5.15
3600,1qxw,5.15
3601,1s38,5.15
3602,1skj,5.15
3603,1t1s,5.15
3604,1thz,5.15
3605,2afx,5.15
3606,2go4,5.15
3607,2gtv,5.15
3608,2knh,5.15
3609,2o5d,5.15
3610,2ooz,5.15
3611,2r03,5.15
3612,2r05,5.15
3613,2xrw,5.15
3614,2xs0,5.15
3615,3b95,5.15
3616,3e6k,5.15
3617,3l5c,5.15
3618,3msl,5.15
3619,3n49,5.15
3620,3ozr,5.15
3621,3p8e,5.15
3622,3udn,5.15
3623,4b83,5.15
3624,4h85,5.15
3625,4jpx,5.15
3626,4pce,5.15
3627,4qip,5.15
3628,4qrh,5.15
3629,4qvv,5.15
3630,4qzw,5.15
3631,4w9e,5.15
3632,5alw,5.15
3633,5djp,5.15
3634,1jqd,5.16
3635,1oe0,5.16
3636,1q1m,5.16
3637,2ltv,5.16
3638,2y2k,5.16
3639,3b27,5.16
3640,3ctr,5.16
3641,3lqi,5.16
3642,4fqo,5.16
3643,1q0b,5.17
3644,2f5t,5.17
3645,2ynn,5.17
3646,2zfp,5.17
3647,3b7j,5.17
3648,3eht,5.17
3649,3nzx,5.17
3650,3rni,5.17
3651,3tc5,5.17
3652,3uvw,5.17
3653,3wuv,5.17
3654,4gkm,5.17
3655,4h3b,5.17
3656,4kp4,5.17
3657,4m5i,5.17
3658,4mdm,5.17
3659,5ahw,5.17
3660,5aut,5.17
3661,5diq,5.17
3662,1ft7,5.18
3663,1xur,5.18
3664,2p9a,5.18
3665,2qrg,5.18
3666,3iqv,5.18
3667,3kag,5.18
3668,3w37,5.18
3669,4duh,5.18
3670,4iif,5.18
3671,4oyg,5.18
3672,4u73,5.18
3673,4zs3,5.18
3674,1ocq,5.19
3675,1ogg,5.19
3676,1oxr,5.19
3677,1rnt,5.19
3678,2c5o,5.19
3679,2ko7,5.19
3680,2lha,5.19
3681,2mnz,5.19
3682,2nxm,5.19
3683,2qdt,5.19
3684,2xey,5.19
3685,3kjn,5.19
3686,3s1g,5.19
3687,3t4p,5.19
3688,3twr,5.19
3689,3vfq,5.19
3690,4ezz,5.19
3691,4fxf,5.19
3692,4g0l,5.19
3693,4m0z,5.19
3694,4ono,5.19
3695,4qok,5.19
3696,1kll,5.20
3697,2pmn,5.20
3698,3kqs,5.20
3699,3ov1,5.20
3700,3qj0,5.20
3701,3t7g,5.20
3702,3tjm,5.20
3703,3uu1,5.20
3704,3wk6,5.20
3705,4a6s,5.20
3706,4b70,5.20
3707,4bw2,5.20
3708,4ezq,5.20
3709,4ezr,5.20
3710,4lk6,5.20
3711,4mk0,5.20
3712,4qvq,5.20
3713,5aia,5.20
3714,1nw5,5.21
3715,1o2r,5.21
3716,1ox9,5.21
3717,1re1,5.21
3718,2brg,5.21
3719,2mlm,5.21
3720,3b2t,5.21
3721,3bcs,5.21
3722,3ilq,5.21
3723,3nsq,5.21
3724,3qiz,5.21
3725,3rth,5.21
3726,3wqv,5.21
3727,4cwo,5.21
3728,4few,5.21
3729,4h2m,5.21
3730,4ifh,5.21
3731,4je8,5.21
3732,4m0r,5.21
3733,4mds,5.21
3734,4qz2,5.21
3735,7prc,5.21
3736,16pk,5.22
3737,1bq4,5.22
3738,1f3j,5.22
3739,1gi9,5.22
3740,1gjd,5.22
3741,1h1h,5.22
3742,1irs,5.22
3743,1j17,5.22
3744,1o5c,5.22
3745,1pw6,5.22
3746,1ucn,5.22
3747,1w4o,5.22
3748,1zea,5.22
3749,1zz2,5.22
3750,2gnf,5.22
3751,2gnj,5.22
3752,2gz2,5.22
3753,2hxm,5.22
3754,2koh,5.22
3755,2qbx,5.22
3756,2rfy,5.22
3757,2wzm,5.22
3758,2xow,5.22
3759,2xwy,5.22
3760,2zxd,5.22
3761,3dne,5.22
3762,3ds3,5.22
3763,3h85,5.22
3764,3ijz,5.22
3765,3iof,5.22
3766,3lq2,5.22
3767,3lq4,5.22
3768,3ms9,5.22
3769,3n1c,5.22
3770,3n5j,5.22
3771,3nti,5.22
3772,3o6t,5.22
3773,3osi,5.22
3774,3ppp,5.22
3775,3q71,5.22
3776,3qxt,5.22
3777,3udp,5.22
3778,3vbw,5.22
3779,4kup,5.22
3780,4lrr,5.22
3781,4r5g,5.22
3782,4u71,5.22
3783,5cgj,5.22
3784,1b4z,5.23
3785,1ndw,5.23
3786,2q38,5.23
3787,3dcq,5.23
3788,3lc3,5.23
3789,3pxy,5.23
3790,3pxz,5.23
3791,3wqw,5.23
3792,4m5k,5.23
3793,4mh7,5.23
3794,4qp7,5.23
3795,1fh7,5.24
3796,1hk5,5.24
3797,1q8w,5.24
3798,1s89,5.24
3799,1zrz,5.24
3800,2jfz,5.24
3801,2k3w,5.24
3802,2lsr,5.24
3803,2qq7,5.24
3804,2vgc,5.24
3805,2vvt,5.24
3806,3aw0,5.24
3807,3e16,5.24
3808,3m59,5.24
3809,3mle,5.24
3810,3mqf,5.24
3811,3okh,5.24
3812,3pb8,5.24
3813,3qck,5.24
3814,3qxh,5.24
3815,3r01,5.24
3816,3rjc,5.24
3817,3tz2,5.24
3818,3ueu,5.24
3819,4drm,5.24
3820,4drn,5.24
3821,4e81,5.24
3822,4f7j,5.24
3823,4fk7,5.24
3824,4gue,5.24
3825,4idn,5.24
3826,4ih7,5.24
3827,4j70,5.24
3828,4non,5.24
3829,4o7e,5.24
3830,4utx,5.24
3831,4uua,5.24
3832,4x6s,5.24
3833,4y59,5.24
3834,5d6q,5.24
3835,1okw,5.25
3836,2bfr,5.25
3837,2pv3,5.25
3838,2xl2,5.25
3839,2xl3,5.25
3840,3pj3,5.25
3841,3r24,5.25
3842,3tdj,5.25
3843,3u1i,5.25
3844,4flk,5.25
3845,4j2c,5.25
3846,4pkv,5.25
3847,1v0o,5.26
3848,1w4q,5.26
3849,2brn,5.26
3850,2oz6,5.26
3851,2qft,5.26
3852,2vcb,5.26
3853,3n9s,5.26
3854,3sb0,5.26
3855,3twx,5.26
3856,4jaj,5.26
3857,4l1u,5.26
3858,4omj,5.26
3859,4qz5,5.26
3860,4r5x,5.26
3861,4w9g,5.26
3862,5akz,5.26
3863,5c7c,5.26
3864,1qca,5.27
3865,2az5,5.27
3866,2lsv,5.27
3867,2x7u,5.27
3868,3bmo,5.27
3869,3chp,5.27
3870,3g2u,5.27
3871,3sz9,5.27
3872,3tkw,5.27
3873,3zrc,5.27
3874,4jfs,5.27
3875,4pl4,5.27
3876,4r6w,5.27
3877,4r6x,5.27
3878,4yzm,5.27
3879,1b46,5.28
3880,1ckb,5.28
3881,1f5l,5.28
3882,1kfy,5.28
3883,1s5q,5.28
3884,2uw4,5.28
3885,2vip,5.28
3886,2x2l,5.28
3887,2yjq,5.28
3888,3bbf,5.28
3889,3coj,5.28
3890,3hxc,5.28
3891,3o5x,5.28
3892,3t4h,5.28
3893,3zmh,5.28
3894,4e70,5.28
3895,4gxl,5.28
3896,4j46,5.28
3897,4n9b,5.28
3898,5e0m,5.28
3899,1c88,5.29
3900,1wum,5.29
3901,2wc4,5.29
3902,2xzw,5.29
3903,3che,5.29
3904,3pcu,5.29
3905,4fll,5.29
3906,4mhs,5.29
3907,4u0g,5.29
3908,4wy1,5.29
3909,1a69,5.30
3910,1di9,5.30
3911,1g9a,5.30
3912,1g9b,5.30
3913,1g9c,5.30
3914,1g9d,5.30
3915,1h6h,5.30
3916,1jg0,5.30
3917,1o0f,5.30
3918,1p4u,5.30
3919,1pdq,5.30
3920,1pr1,5.30
3921,1srg,5.30
3922,1v2h,5.30
3923,1vyq,5.30
3924,1w0x,5.30
3925,1xbb,5.30
3926,1yxd,5.30
3927,2fsa,5.30
3928,2gph,5.30
3929,2ke1,5.30
3930,2m3o,5.30
3931,2o1v,5.30
3932,2oyk,5.30
3933,2q7q,5.30
3934,2vj1,5.30
3935,2vk6,5.30
3936,2ww0,5.30
3937,2zxb,5.30
3938,3b9s,5.30
3939,3btr,5.30
3940,3ckr,5.30
3941,3cpc,5.30
3942,3ebb,5.30
3943,3elj,5.30
3944,3eql,5.30
3945,3gpo,5.30
3946,3hs8,5.30
3947,3jzf,5.30
3948,3jzi,5.30
3949,3p8h,5.30
3950,3p9l,5.30
3951,3pgl,5.30
3952,3ppo,5.30
3953,3q2a,5.30
3954,3r8u,5.30
3955,3ri1,5.30
3956,3upv,5.30
3957,4dhu,5.30
3958,4dx9,5.30
3959,4e5i,5.30
3960,4emt,5.30
3961,4jvi,5.30
3962,4mic,5.30
3963,4nuf,5.30
3964,4o55,5.30
3965,4ob0,5.30
3966,4oem,5.30
3967,4x1q,5.30
3968,4xsy,5.30
3969,4xue,5.30
3970,5a85,5.30
3971,5ajp,5.30
3972,5bwb,5.30
3973,5dah,5.30
3974,1hk4,5.31
3975,1mfd,5.31
3976,3fcb,5.31
3977,3m53,5.31
3978,3v2o,5.31
3979,4m3f,5.31
3980,4mzk,5.31
3981,4or6,5.31
3982,4u1b,5.31
3983,4wvt,5.31
3984,4x6k,5.31
3985,1al8,5.32
3986,1lvu,5.32
3987,1mqj,5.32
3988,1oim,5.32
3989,1y20,5.32
3990,2f6z,5.32
3991,2w9r,5.32
3992,3rpy,5.32
3993,3sqq,5.32
3994,3tv5,5.32
3995,3uig,5.32
3996,3v3m,5.32
3997,4h2j,5.32
3998,4hbw,5.32
3999,4ipi,5.32
4000,4qag,5.32
4001,4r07,5.32
4002,4us3,5.32
4003,4us4,5.32
4004,4xjr,5.32
4005,2c80,5.33
4006,3arx,5.33
4007,3ftq,5.33
4008,3gjq,5.33
4009,3hxe,5.33
4010,3ml4,5.33
4011,3ozs,5.33
4012,3q1x,5.33
4013,3rzi,5.33
4014,3wi6,5.33
4015,4b3u,5.33
4016,4giu,5.33
4017,4mcd,5.33
4018,4mep,5.33
4019,4xy9,5.33
4020,1aqc,5.34
4021,1hee,5.34
4022,1jwu,5.34
4023,1k06,5.34
4024,1k08,5.34
4025,1zgi,5.34
4026,2qnb,5.34
4027,3atv,5.34
4028,3efs,5.34
4029,3hkq,5.34
4030,3k4q,5.34
4031,3kqt,5.34
4032,3nee,5.34
4033,3nrz,5.34
4034,3qiy,5.34
4035,3v3v,5.34
4036,3vb5,5.34
4037,3vv7,5.34
4038,3zyr,5.34
4039,4j06,5.34
4040,4mg5,5.34
4041,4o78,5.34
4042,4wrq,5.34
4043,1ql9,5.35
4044,1wb0,5.35
4045,2fxv,5.35
4046,2gkl,5.35
4047,2gqn,5.35
4048,2h13,5.35
4049,2ltz,5.35
4050,2xyu,5.35
4051,3bc4,5.35
4052,3e9b,5.35
4053,3g8e,5.35
4054,3hkn,5.35
4055,3r8i,5.35
4056,3v2x,5.35
4057,4b9h,5.35
4058,4blb,5.35
4059,4ef4,5.35
4060,4ep2,5.35
4061,4ie2,5.35
4062,4k6w,5.35
4063,4k76,5.35
4064,4lkd,5.35
4065,4rcp,5.35
4066,4wgi,5.35
4067,4yef,5.35
4068,4yx9,5.35
4069,1adl,5.36
4070,1oy7,5.36
4071,1w6y,5.36
4072,1yvz,5.36
4073,2nng,5.36
4074,2qaf,5.36
4075,2qlj,5.36
4076,2qn3,5.36
4077,3bv9,5.36
4078,3ldq,5.36
4079,3mf5,5.36
4080,3ncq,5.36
4081,3u3z,5.36
4082,4c1d,5.36
4083,4el9,5.36
4084,4hby,5.36
4085,4kod,5.36
4086,4pyq,5.36
4087,4qwi,5.36
4088,1gpk,5.37
4089,1sgu,5.37
4090,2glm,5.37
4091,2h2d,5.37
4092,2hj4,5.37
4093,2oc1,5.37
4094,3chf,5.37
4095,3lqj,5.37
4096,3qt6,5.37
4097,3wmb,5.37
4098,4dpy,5.37
4099,4du8,5.37
4100,4el5,5.37
4101,4g0k,5.37
4102,4lke,5.37
4103,4lkf,5.37
4104,4oow,5.37
4105,4xc2,5.37
4106,1g3e,5.38
4107,1hs6,5.38
4108,1ke0,5.38
4109,1thr,5.38
4110,2h2j,5.38
4111,2lty,5.38
4112,2m0o,5.38
4113,2ohu,5.38
4114,2qhd,5.38
4115,2vd7,5.38
4116,2xke,5.38
4117,3e85,5.38
4118,3sw9,5.38
4119,3tif,5.38
4120,3tww,5.38
4121,3ud8,5.38
4122,3zyb,5.38
4123,4ebv,5.38
4124,4f7v,5.38
4125,4hlw,5.38
4126,4kz0,5.38
4127,4qvw,5.38
4128,4umq,5.38
4129,1hy7,5.39
4130,1kyn,5.39
4131,1qbv,5.39
4132,1uyi,5.39
4133,2h6b,5.39
4134,2ltx,5.39
4135,2v22,5.39
4136,2wic,5.39
4137,2xpa,5.39
4138,3e37,5.39
4139,3fc8,5.39
4140,3fzc,5.39
4141,3hkt,5.39
4142,3hxb,5.39
4143,3m1k,5.39
4144,3so6,5.39
4145,3tgs,5.39
4146,3vjt,5.39
4147,4btm,5.39
4148,4cl6,5.39
4149,4ej8,5.39
4150,4hxr,5.39
4151,4hxs,5.39
4152,4z88,5.39
4153,5e1d,5.39
4154,1bp0,5.40
4155,1bq3,5.40
4156,1f8b,5.40
4157,1m7i,5.40
4158,1mmr,5.40
4159,1mxu,5.40
4160,1my3,5.40
4161,1nym,5.40
4162,1ow6,5.40
4163,1ow7,5.40
4164,1ow8,5.40
4165,1pz5,5.40
4166,1r9l,5.40
4167,1t1r,5.40
4168,1trd,5.40
4169,1tv6,5.40
4170,1uu9,5.40
4171,1uvs,5.40
4172,1yi3,5.40
4173,2c1p,5.40
4174,2f35,5.40
4175,2g24,5.40
4176,2i80,5.40
4177,2jdm,5.40
4178,2qg2,5.40
4179,2wzz,5.40
4180,3arr,5.40
4181,3b4p,5.40
4182,3gwx,5.40
4183,3ken,5.40
4184,3l6h,5.40
4185,3m57,5.40
4186,3pch,5.40
4187,3pma,5.40
4188,3qcl,5.40
4189,3rk5,5.40
4190,4aph,5.40
4191,4c5d,5.40
4192,4ij1,5.40
4193,4jlh,5.40
4194,4m3p,5.40
4195,4nwd,5.40
4196,4ozj,5.40
4197,4ozn,5.40
4198,4pin,5.40
4199,4rqz,5.40
4200,5fjw,5.40
4201,1dzm,5.41
4202,1u2r,5.41
4203,1xxe,5.41
4204,1y3a,5.41
4205,2aia,5.41
4206,2j47,5.41
4207,2mps,5.41
4208,3arn,5.41
4209,3gqo,5.41
4210,3kai,5.41
4211,3tjh,5.41
4212,4dro,5.41
4213,4drp,5.41
4214,4fgt,5.41
4215,4kmd,5.41
4216,4lwt,5.41
4217,4m3d,5.41
4218,4tun,5.41
4219,4u6z,5.41
4220,4uma,5.41
4221,5cbs,5.41
4222,1abf,5.42
4223,1gja,5.42
4224,1h9z,5.42
4225,1nu8,5.42
4226,1p28,5.42
4227,1r5n,5.42
4228,1xot,5.42
4229,2a3w,5.42
4230,2qnz,5.42
4231,2vpo,5.42
4232,2wa8,5.42
4233,3l4t,5.42
4234,3ob1,5.42
4235,3qci,5.42
4236,3rl4,5.42
4237,4fev,5.42
4238,4nxv,5.42
4239,4uxj,5.42
4240,1fq7,5.43
4241,1fw0,5.43
4242,1y98,5.43
4243,2qln,5.43
4244,2qu2,5.43
4245,3ivv,5.43
4246,3k0k,5.43
4247,3k5f,5.43
4248,3ng4,5.43
4249,3qlc,5.43
4250,3s7f,5.43
4251,4b60,5.43
4252,4f5y,5.43
4253,4ofb,5.43
4254,4p2t,5.43
4255,4pnc,5.43
4256,4pox,5.43
4257,4tmp,5.43
4258,4xta,5.43
4259,5e1o,5.43
4260,1a4q,5.44
4261,1dzp,5.44
4262,1h0a,5.44
4263,1ijr,5.44
4264,1syi,5.44
4265,2q6f,5.44
4266,2wr8,5.44
4267,3ggc,5.44
4268,3gs7,5.44
4269,3lp7,5.44
4270,3p2h,5.44
4271,3pty,5.44
4272,3run,5.44
4273,3u10,5.44
4274,4bdk,5.44
4275,4dju,5.44
4276,4fli,5.44
4277,4j26,5.44
4278,4mgb,5.44
4279,4osf,5.44
4280,4qz1,5.44
4281,4rsp,5.44
4282,4tju,5.44
4283,2iko,5.45
4284,3mi3,5.45
4285,3my1,5.45
4286,4mp2,5.45
4287,1anf,5.46
4288,1b4h,5.46
4289,1lf8,5.46
4290,1lv8,5.46
4291,1nnk,5.46
4292,1q65,5.46
4293,2cn8,5.46
4294,2fie,5.46
4295,2gg9,5.46
4296,2y4k,5.46
4297,3gbq,5.46
4298,3piz,5.46
4299,3s22,5.46
4300,4gw5,5.46
4301,4jft,5.46
4302,4kot,5.46
4303,4mvn,5.46
4304,4qz0,5.46
4305,4zly,5.46
4306,1g7f,5.47
4307,1gi1,5.47
4308,1nlo,5.47
4309,1o2s,5.47
4310,1xh5,5.47
4311,2hf8,5.47
4312,2hz4,5.47
4313,2r0z,5.47
4314,2xde,5.47
4315,2y7p,5.47
4316,3pd2,5.47
4317,3t3y,5.47
4318,4j77,5.47
4319,4jmu,5.47
4320,4n6g,5.47
4321,4n7j,5.47
4322,4n7m,5.47
4323,4qb3,5.47
4324,4rrq,5.47
4325,4x3e,5.47
4326,4xcb,5.47
4327,1g85,5.48
4328,1uh1,5.48
4329,2cbv,5.48
4330,2co0,5.48
4331,2nww,5.48
4332,2qic,5.48
4333,2qyk,5.48
4334,2wxd,5.48
4335,2zkj,5.48
4336,3bxe,5.48
4337,3d2r,5.48
4338,3iw6,5.48
4339,3m58,5.48
4340,3qch,5.48
4341,3vp1,5.48
4342,3zdv,5.48
4343,4c5w,5.48
4344,4d2r,5.48
4345,4ie4,5.48
4346,4ifi,5.48
4347,4jfm,5.48
4348,4kp8,5.48
4349,4n7h,5.48
4350,4oq6,5.48
4351,4pf5,5.48
4352,4qfg,5.48
4353,4tmf,5.48
4354,4x8p,5.48
4355,4y6r,5.48
4356,4ycu,5.48
4357,5alx,5.48
4358,1pot,5.49
4359,1pyn,5.49
4360,1tys,5.49
4361,1uef,5.49
4362,2h4k,5.49
4363,2ioa,5.49
4364,2o0u,5.49
4365,2qtr,5.49
4366,2r3y,5.49
4367,2uy5,5.49
4368,3bmq,5.49
4369,3bvb,5.49
4370,3ga5,5.49
4371,3h0b,5.49
4372,3hmp,5.49
4373,3i73,5.49
4374,3mvj,5.49
4375,3sgx,5.49
4376,3t3g,5.49
4377,3tz4,5.49
4378,4f6s,5.49
4379,4knx,5.49
4380,4lv3,5.49
4381,4tq3,5.49
4382,4u7v,5.49
4383,4uvb,5.49
4384,4w9f,5.49
4385,4zs2,5.49
4386,2ajb,5.50
4387,2y58,5.50
4388,3c1n,5.50
4389,3lfn,5.50
4390,3tza,5.50
4391,4nni,5.50
4392,4rt0,5.50
4393,1b2i,5.51
4394,1ggn,5.51
4395,1t08,5.51
4396,1xh3,5.51
4397,2gc8,5.51
4398,2uym,5.51
4399,2wqp,5.51
4400,3cn0,5.51
4401,3da9,5.51
4402,3kgt,5.51
4403,3qtq,5.51
4404,3qts,5.51
4405,3u51,5.51
4406,3vgc,5.51
4407,4i9c,5.51
4408,4k55,5.51
4409,4lz9,5.51
4410,4qwu,5.51
4411,4qxo,5.51
4412,4qz3,5.51
4413,4wz5,5.51
4414,4zba,5.51
4415,1a8i,5.52
4416,1h07,5.52
4417,1kc7,5.52
4418,1lox,5.52
4419,1oe7,5.52
4420,1oe8,5.52
4421,1pyg,5.52
4422,1tl9,5.52
4423,1xxi,5.52
4424,1ydr,5.52
4425,2cht,5.52
4426,2ez5,5.52
4427,2ga2,5.52
4428,2gcd,5.52
4429,2gz8,5.52
4430,2hwi,5.52
4431,2l8j,5.52
4432,2vnf,5.52
4433,2ydt,5.52
4434,3cgo,5.52
4435,3eys,5.52
4436,3h1k,5.52
4437,3hqr,5.52
4438,3hzm,5.52
4439,3i97,5.52
4440,3iog,5.52
