,pdbid,binding_affinity
1283,3q1x,5.33
1284,1hee,5.34
1285,1zgi,5.34
1286,3efs,5.34
1287,3hkq,5.34
1288,3k4q,5.34
1289,3nee,5.34
1290,1ql9,5.35
1291,2fxv,5.35
1292,2gkl,5.35
1293,3hkn,5.35
1294,1adl,5.36
1295,3bv9,5.36
1296,3ldq,5.36
1297,3mf5,5.36
1298,1gpk,5.37
1299,1sgu,5.37
1300,3qt6,5.37
1301,4el5,5.37
1302,1g3e,5.38
1303,2qhd,5.38
1304,3e85,5.38
1305,3tif,5.38
1306,4f7v,5.38
1307,1qbv,5.39
1308,2h6b,5.39
1309,3hkt,5.39
1310,3m1k,5.39
1311,4cl6,5.39
1312,4ej8,5.39
1313,1bp0,5.40
1314,1f8b,5.40
1315,1m7i,5.40
1316,1mmr,5.40
1317,1pz5,5.40
1318,1r9l,5.40
1319,1trd,5.40
1320,2c1p,5.40
1321,2f35,5.40
1322,2i80,5.40
1323,2jdm,5.40
1324,2qg2,5.40
1325,3arr,5.40
1326,3b4p,5.40
1327,3l6h,5.40
1328,4c5d,5.40
1329,4ij1,5.40
1330,4m3p,5.40
1331,4ozj,5.40
1332,4pin,5.40
1333,2j47,5.41
1334,4tun,5.41
1335,4u6z,5.41
1336,4uma,5.41
1337,5cbs,5.41
1338,1gja,5.42
1339,2vpo,5.42
1340,4fev,5.42
1341,4nxv,5.42
1342,3ng4,5.43
1343,4f5y,5.43
1344,4pox,5.43
1345,1h0a,5.44
1346,1syi,5.44
1347,2q6f,5.44
1348,2wr8,5.44
1349,3lp7,5.44
1350,3u10,5.44
1351,4dju,5.44
1352,2iko,5.45
1353,3mi3,5.45
1354,1b4h,5.46
1355,1q65,5.46
1356,1g7f,5.47
1357,1gi1,5.47
1358,1xh5,5.47
1359,2hf8,5.47
1360,2r0z,5.47
1361,2xde,5.47
1362,2y7p,5.47
1363,4n6g,5.47
1364,4n7m,5.47
1365,4qb3,5.47
1366,1g85,5.48
1367,2cbv,5.48
1368,2zkj,5.48
1369,3bxe,5.48
1370,3iw6,5.48
1371,3zdv,5.48
1372,4jfm,5.48
1373,4kp8,5.48
1374,4pf5,5.48
1375,1pot,5.49
1376,1pyn,5.49
1377,1tys,5.49
1378,2h4k,5.49
1379,2o0u,5.49
1380,2uy5,5.49
1381,3bvb,5.49
1382,3ga5,5.49
1383,3hmp,5.49
1384,3i73,5.49
1385,4w9f,5.49
1386,3tza,5.50
1387,2wqp,5.51
1388,3da9,5.51
1389,3kgt,5.51
1390,4k55,5.51
1391,4qxo,5.51
1392,4zba,5.51
1393,1a8i,5.52
1394,1kc7,5.52
1395,1oe8,5.52
1396,1ydr,5.52
1397,2cht,5.52
1398,2ydt,5.52
1399,3hzm,5.52
1400,3iog,5.52
1401,4de3,5.52
1402,4en4,5.52
1403,1bjv,5.54
1404,2olb,5.54
1405,2y7i,5.54
1406,3bxf,5.54
1407,3jyr,5.54
1408,3ubd,5.54
1409,3v78,5.54
1410,4nxu,5.54
1411,4qij,5.54
1412,4r4c,5.54
1413,5a81,5.54
1414,1g3d,5.55
1415,1njc,5.55
1416,1y3n,5.55
1417,2iuz,5.55
1418,3uzj,5.55
1419,4o3f,5.56
1420,1jak,5.57
1421,1njd,5.57
1422,2nmx,5.57
1423,3bex,5.57
1424,3coz,5.57
1425,3uxl,5.57
1426,3vtr,5.57
1427,3jup,5.58
1428,3su5,5.58
1429,1f4x,5.59
1430,1fo0,5.59
1431,1mfi,5.59
1432,3gxy,5.59
1433,3sha,5.59
1434,4bqh,5.59
1435,4cwn,5.59
1436,4tkb,5.59
1437,5afv,5.59
1438,1vfn,5.60
1439,2wca,5.60
1440,2yhw,5.60
1441,3bl1,5.60
1442,3e6y,5.60
1443,3qps,5.60
1444,4zzy,5.60
1445,3u5j,5.61
1446,1ejn,5.62
1447,2bmk,5.62
1448,3e3c,5.62
1449,3ip9,5.62
1450,3ldp,5.62
1451,3lpl,5.62
1452,3nes,5.62
1453,4ddy,5.62
1454,4dli,5.62
1455,4dzy,5.62
1456,4iid,5.62
1457,4j48,5.62
1458,3gy3,5.63
1459,3l1n,5.63
1460,3rf5,5.63
1461,1f57,5.64
1462,1y3v,5.64
1463,1z9g,5.64
1464,2ojg,5.64
1465,2reg,5.64
1466,3arv,5.64
1467,3fwv,5.64
1468,3n86,5.64
1469,3s8l,5.64
1470,4deu,5.64
1471,3q7q,5.65
1472,1n5r,5.66
1473,1nhu,5.66
1474,2aod,5.66
1475,2erz,5.66
1476,2x97,5.66
1477,3ery,5.66
1478,3td4,5.66
1479,3zi8,5.66
1480,4zek,5.66
1481,5c28,5.66
1482,2h15,5.67
1483,2pqz,5.67
1484,2qwf,5.67
1485,4ncn,5.67
1486,1gnn,5.68
1487,2c92,5.68
1488,2cbu,5.68
1489,2q8z,5.68
1490,2uyq,5.68
1491,3b5j,5.68
1492,3oil,5.68
1493,4c52,5.68
1494,4det,5.68
1495,4l4z,5.68
1496,4q9y,5.68
1497,1a99,5.70
1498,1egh,5.70
1499,1g98,5.70
1500,1g9r,5.70
1501,1jsv,5.70
1502,1n1m,5.70
1503,1pgp,5.70
1504,2a14,5.70
1505,2avm,5.70
1506,2f2h,5.70
1507,2h3e,5.70
1508,2i4z,5.70
1509,2ya6,5.70
1510,3acx,5.70
1511,3c4h,5.70
1512,3d4y,5.70
1513,3fhb,5.70
1514,3kku,5.70
1515,4bs0,5.70
1516,4f39,5.70
1517,4j28,5.70
1518,4l2l,5.70
1519,4pzv,5.70
1520,4qxq,5.70
1521,2uz9,5.71
1522,3wvm,5.71
1523,2qg0,5.72
1524,2v25,5.72
1525,3jvr,5.72
1526,3shc,5.72
1527,4br3,5.72
1528,4dkp,5.72
1529,3bqc,5.73
1530,3m3z,5.73
1531,4j44,5.73
1532,1o33,5.74
1533,1o5e,5.74
1534,1qy2,5.74
1535,1zdp,5.74
1536,2pgz,5.74
1537,2pqc,5.74
1538,3gy2,5.74
1539,3ivx,5.74
1540,3pb7,5.74
1541,3wz7,5.74
1542,4lps,5.74
1543,4o2b,5.74
1544,4tkh,5.74
1545,5cbr,5.74
1546,2ya8,5.75
1547,4mn3,5.75
1548,1p1o,5.76
1549,2qta,5.76
1550,4a95,5.76
1551,4muv,5.76
1552,4nwc,5.76
1553,1jmf,5.77
1554,1o5b,5.77
1555,1ur9,5.77
1556,2boj,5.77
1557,2xp7,5.77
1558,3k00,5.77
1559,3rm4,5.77
1560,4fxq,5.77
1561,4j45,5.77
1562,4q9o,5.77
1563,4l4v,5.78
1564,1hmt,5.79
1565,2y5h,5.79
1566,4q4q,5.79
1567,1kpm,5.80
1568,1ppm,5.80
1569,2q88,5.80
1570,4ezx,5.80
1571,4g8v,5.80
1572,4rhx,5.80
1573,4ymq,5.80
1574,4ysl,5.80
1575,1lkl,5.81
1576,1hdq,5.82
1577,1kav,5.82
1578,1ols,5.82
1579,2nn1,5.82
1580,3b7i,5.82
1581,3gss,5.82
1582,3iue,5.82
1583,3qqa,5.82
1584,3qqs,5.82
1585,3wz8,5.82
1586,4dld,5.82
1587,4e9u,5.82
1588,4lj8,5.82
1589,4p5d,5.82
1590,4r4o,5.82
1591,4rqk,5.82
1592,4z84,5.82
1593,4zec,5.82
1594,4do5,5.83
1595,4km2,5.84
1596,1k4g,5.85
1597,1o2w,5.85
1598,1ogz,5.85
1599,1q54,5.85
1600,1qbn,5.85
1601,1u1w,5.85
1602,2e5y,5.85
1603,2pu1,5.85
1604,2r3t,5.85
1605,2vmf,5.85
1606,2z94,5.85
1607,3e5u,5.85
1608,3ehy,5.85
1609,4b6r,5.85
1610,4des,5.85
1611,4jv8,5.85
1612,4qdk,5.85
1613,4rww,5.85
1614,4xya,5.86
1615,4azc,5.86
1616,4jne,5.86
1617,3tcg,5.87
1618,4cfl,5.88
1619,4zei,5.88
1620,1b3l,5.89
1621,1e1x,5.89
1622,1ydk,5.89
1623,2brm,5.89
1624,2eg7,5.89
1625,2tmn,5.89
1626,3eeb,5.89
1627,3h1x,5.89
1628,3qgw,5.89
1629,3uev,5.89
1630,4arb,5.89
1631,4de0,5.89
1632,4wk1,5.89
1633,1v2n,5.90
1634,2weq,5.90
1635,3old,5.90
1636,1ugx,5.91
1637,3ebp,5.91
1638,4csd,5.91
1639,1a4w,5.92
1640,1jao,5.92
1641,1kyv,5.92
1642,1ndv,5.92
1643,1o0h,5.92
1644,1pph,5.92
1645,1qf2,5.92
1646,1qka,5.92
1647,1yds,5.92
1648,1yet,5.92
1649,2ans,5.92
1650,2pmk,5.92
1651,2xn3,5.92
1652,3kgu,5.92
1653,3neo,5.92
1654,3r4m,5.92
1655,3zv7,5.92
1656,4kyh,5.92
1657,4lkk,5.92
1658,4rdn,5.92
1659,4u0f,5.92
1660,4y5d,5.92
1661,1fv0,5.93
1662,1kv1,5.94
1663,3lmk,5.94
1664,4mr3,5.94
1665,4ra1,5.94
1666,2weh,5.95
1667,1b9j,5.96
1668,1d6w,5.96
1669,1nl9,5.96
1670,1o36,5.96
1671,1q8u,5.96
1672,2j79,5.96
1673,2xht,5.96
1674,3wz6,5.96
1675,4d4d,5.96
1676,4de1,5.96
1677,4msc,5.96
1678,4w9i,5.96
1679,1uwt,5.97
1680,4fm8,5.97
1681,4nkt,5.97
1682,4tjz,5.97
1683,1uwu,5.98
1684,3e12,5.99
1685,3huc,5.99
1686,4az5,5.99
1687,1a1e,6.00
1688,1ado,6.00
1689,1c5s,6.00
1690,1ceb,6.00
1691,1d2e,6.00
1692,1f0t,6.00
1693,1jq8,6.00
1694,1ssq,6.00
1695,1xk5,6.00
1696,2bvd,6.00
1697,2gh9,6.00
1698,2izl,6.00
1699,2r43,6.00
1700,2rcn,6.00
1701,2vqt,6.00
1702,2wf5,6.00
1703,3ary,6.00
1704,3ddg,6.00
1705,3l4w,6.00
1706,3nex,6.00
1707,3ucj,6.00
1708,3uil,6.00
1709,4bb9,6.00
1710,4kwg,6.00
1711,4p3h,6.00
1712,4qxr,6.00
1713,4rr6,6.00
1714,1b5h,6.01
1715,1eb2,6.01
1716,2vl4,6.01
1717,4b6s,6.01
1718,1tcw,6.02
1719,3coy,6.02
1720,3f3c,6.02
1721,3su6,6.02
1722,3zq9,6.02
1723,4og4,6.02
1724,5er1,6.02
1725,1n8v,6.03
1726,1okl,6.03
1727,1os0,6.03
1728,1sh9,6.03
1729,1t7d,6.03
1730,2ce9,6.03
1731,4f9u,6.03
1732,4zb8,6.03
1733,1xbo,6.04
1734,4km0,6.04
1735,4nuc,6.04
1736,4tkj,6.04
1737,1eoc,6.05
1738,3bgb,6.05
1739,3gus,6.05
1740,3iss,6.05
1741,3ouj,6.05
1742,3pcf,6.05
1743,4ara,6.05
1744,4kqp,6.05
1745,4m12,6.05
1746,1g7q,6.06
1747,1kjr,6.06
1748,1qb6,6.06
1749,2fxs,6.06
1750,2nnd,6.06
1751,3sfg,6.06
1752,4io3,6.06
1753,4l50,6.06
1754,1jmg,6.07
1755,2gst,6.07
1756,2w5g,6.07
1757,3b25,6.07
1758,3c89,6.07
1759,3fvl,6.07
1760,3owj,6.07
1761,1nhz,6.08
1762,2w7y,6.08
1763,2wc3,6.08
1764,2wej,6.08
1765,3bkk,6.08
1766,3iw5,6.08
1767,4kp5,6.08
1768,1o2n,6.09
1769,1ogx,6.09
1770,1w9u,6.09
1771,3p8z,6.09
1772,1azm,6.10
1773,1dzk,6.10
1774,1lgt,6.10
1775,1m2q,6.10
1776,2e7f,6.10
1777,2ewb,6.10
1778,2flr,6.10
1779,2p7a,6.10
1780,2wed,6.10
1781,2yay,6.10
1782,3c8b,6.10
1783,3cke,6.10
1784,3v2n,6.10
1785,4gah,6.10
1786,4kxn,6.10
1787,4kzq,6.10
1788,4l19,6.10
1789,4r5t,6.10
1790,1g32,6.11
1791,1m2p,6.11
1792,1o2z,6.11
1793,2qnq,6.11
1794,2qx0,6.11
1795,4kao,6.11
1796,4m7j,6.11
1797,4tqn,6.11
1798,1nc1,6.12
1799,1x8r,6.12
1800,2fgv,6.12
1801,2p2a,6.12
1802,2wvt,6.12
1803,3qfy,6.12
1804,4ayp,6.12
1805,4hp0,6.12
1806,4k4j,6.12
1807,2c97,6.14
1808,2fqt,6.14
1809,2zym,6.14
1810,4pyx,6.14
1811,4zx1,6.14
1812,1u0g,6.15
1813,1zs0,6.15
1814,2r75,6.15
1815,3arw,6.15
1816,4f6u,6.15
1817,5dit,6.15
1818,1ppc,6.16
1819,2i4j,6.16
1820,3m89,6.16
1821,4o04,6.16
1822,1a9q,6.17
1823,1d6v,6.17
1824,1k1o,6.17
1825,1ndy,6.17
1826,1yc1,6.17
1827,3bkl,6.17
1828,3hk1,6.17
1829,4aq4,6.17
1830,4b9k,6.17
1831,4fht,6.17
1832,4pfu,6.17
1833,1xhy,6.18
1834,3c8a,6.18
1835,3w9r,6.18
1836,4q6e,6.18
1837,1iy7,6.19
1838,1tq4,6.19
1839,1v2k,6.19
1840,2bt9,6.19
1841,2qbu,6.19
1842,3u5l,6.19
1843,4wrb,6.19
1844,1owe,6.20
1845,1sqt,6.20
1846,2aj8,6.20
1847,2qrp,6.20
1848,3p9t,6.20
1849,4ad2,6.20
1850,4k6i,6.20
1851,4ufi,6.20
1852,1b3h,6.21
1853,3s8n,6.21
1854,3sug,6.21
1855,4cg9,6.21
1856,4ymb,6.21
1857,4z6h,6.21
1858,1l8g,6.22
1859,2xda,6.22
1860,3acl,6.22
1861,3ip5,6.22
1862,3lpp,6.22
1863,3p2e,6.22
1864,3pd9,6.22
1865,4bqg,6.22
1866,4m0e,6.22
1867,4mdn,6.22
1868,4mjo,6.22
1869,4nja,6.22
1870,1m7d,6.23
1871,3okv,6.23
1872,3s3v,6.23
1873,4w9j,6.23
1874,1hnn,6.24
1875,3vh9,6.24
1876,1gnm,6.25
1877,2o4z,6.25
1878,2zdn,6.25
1879,3rf4,6.25
1880,3wqm,6.25
1881,4bcp,6.25
1882,1wcq,6.26
1883,3bgz,6.26
1884,3su4,6.26
1885,4r4t,6.26
1886,4ua8,6.26
1887,4wiv,6.26
1888,1pbq,6.27
1889,2j94,6.27
1890,3bfu,6.27
1891,4f0c,6.27
1892,4r4i,6.27
1893,1afl,6.28
1894,1atl,6.28
1895,1w3l,6.28
1896,2aog,6.28
1897,4djw,6.28
1898,4q99,6.28
1899,4rd6,6.28
1900,4zb6,6.28
1901,2xyt,6.29
1902,3f48,6.29
1903,3h8b,6.29
1904,3v2q,6.29
1905,4d8z,6.29
1906,4lj5,6.29
1907,4n7u,6.29
1908,1d4p,6.30
1909,1lag,6.30
1910,1wdn,6.30
1911,1wm1,6.30
1912,2oi2,6.30
1913,2q89,6.30
1914,2vrj,6.30
1915,3ebl,6.30
1916,3k5v,6.30
1917,3t70,6.30
1918,4e1k,6.30
1919,4eor,6.30
1920,4etz,6.30
1921,4oag,6.30
1922,4pow,6.30
1923,4q08,6.30
1924,1nja,6.31
1925,2bal,6.31
1926,2pvu,6.31
1927,3q44,6.31
1928,3u93,6.31
1929,3uew,6.31
1930,4cpy,6.31
1931,4d1j,6.31
1932,4der,6.31
1933,4z6i,6.31
1934,1w3j,6.32
1935,2wnc,6.32
1936,2zb1,6.32
1937,3ebh,6.32
1938,3w9k,6.32
1939,6upj,6.32
1940,1ex8,6.33
1941,2qbr,6.33
1942,4nbl,6.33
1943,4zvi,6.33
1944,1bdq,6.34
1945,1i00,6.34
1946,1w9v,6.34
1947,1xq0,6.34
1948,3cj5,6.34
1949,3zk6,6.34
1950,4z0k,6.34
1951,1cbx,6.35
1952,1gjc,6.35
1953,2j7f,6.35
1954,2p09,6.35
1955,3ckp,6.35
1956,3ctt,6.35
1957,3ed0,6.35
1958,3fvh,6.35
1959,3rt8,6.35
1960,1c5q,6.36
1961,1ela,6.36
1962,1o2o,6.36
1963,3oku,6.36
1964,3t6b,6.36
1965,3v2p,6.36
1966,1gx8,6.37
1967,1hbv,6.37
1968,1hms,6.37
1969,2qpq,6.37
1970,2w9h,6.37
1971,2zdk,6.37
1972,3qlm,6.37
1973,2hkf,6.38
1974,2ybu,6.38
1975,1lol,6.39
1976,4q4p,6.39
1977,10gs,6.40
1978,1g7v,6.40
1979,1i7z,6.40
1980,1igb,6.40
1981,1usk,6.40
1982,1yvm,6.40
1983,2g9q,6.40
1984,2y8c,6.40
1985,2zdl,6.40
1986,3arq,6.40
1987,3k1j,6.40
1988,3kmc,6.40
1989,3s72,6.40
1990,3tf6,6.40
1991,3zll,6.40
1992,4cga,6.40
1993,4eu0,6.40
1994,4je7,6.40
1995,4mss,6.40
1996,4xy8,6.40
1997,1i80,6.41
1998,1syh,6.41
1999,2cgf,6.41
2000,2qnp,6.41
2001,2xxx,6.41
2002,2zdm,6.41
2003,3k5x,6.41
2004,3r17,6.41
2005,1o5a,6.42
2006,2j78,6.42
2007,3d2e,6.42
2008,4ufh,6.42
2009,1fh9,6.43
2010,2b07,6.43
2011,2fqo,6.43
2012,3v3l,6.43
2013,4d3h,6.43
2014,4ge1,6.43
2015,4q4r,6.43
2016,2jh5,6.44
2017,2pvm,6.44
2018,3pfp,6.44
2019,4da5,6.44
2020,4ea2,6.44
2021,4jfk,6.44
2022,4q3u,6.44
2023,3qw5,6.45
2024,4kwo,6.45
2025,1m2r,6.46
2026,1r5y,6.46
2027,1ro6,6.46
2028,2xd9,6.46
2029,2xdx,6.46
2030,3o8p,6.46
2031,3pd8,6.46
2032,4m0y,6.46
2033,4n07,6.46
2034,4ymh,6.46
2035,1j01,6.47
2036,3cm2,6.47
2037,3s78,6.47
2038,3tfp,6.47
2039,4mhy,6.47
2040,4rd3,6.47
2041,4zhl,6.47
2042,4zji,6.47
2043,1f4g,6.48
2044,1gpn,6.48
2045,1rpj,6.48
2046,2wnj,6.48
2047,3g3r,6.48
2048,3gsm,6.48
2049,4e67,6.48
2050,4q3t,6.48
2051,1dl7,6.49
2052,3bft,6.49
2053,3mho,6.49
2054,3nw3,6.49
2055,3s0b,6.49
2056,4hw3,6.49
2057,2g72,6.50
2058,2weg,6.50
2059,3bwj,6.50
2060,4kzu,6.50
2061,4mme,6.50
2062,4oc0,6.50
2063,2jdh,6.51
2064,2usn,6.51
2065,2xjj,6.51
2066,3cj4,6.51
2067,3hf8,6.51
2068,3wmc,6.51
2069,4fut,6.51
2070,4zbi,6.51
2071,1alw,6.52
2072,1ct8,6.52
2073,1g74,6.52
2074,1k9s,6.52
2075,1qy1,6.52
2076,1zhy,6.52
2077,2h4g,6.52
2078,2nn7,6.52
2079,2nt7,6.52
2080,2oxy,6.52
2081,2pfy,6.52
2082,2zft,6.52
2083,3bva,6.52
2084,3dx3,6.52
2085,3hzv,6.52
2086,3o9p,6.52
2087,3uo4,6.52
2088,4dko,6.52
2089,4dkr,6.52
2090,4zeb,6.52
2091,2p7g,6.53
2092,3ama,6.53
2093,3wtj,6.53
2094,1drv,6.54
2095,1o3l,6.54
2096,2h21,6.54
2097,2jdk,6.54
2098,2zfs,6.54
2099,3d0b,6.54
2100,3fuz,6.54
2101,3jvs,6.54
2102,3sr4,6.54
2103,4a4v,6.54
2104,4aqh,6.54
2105,4ht2,6.54
2106,4leq,6.54
2107,4pv5,6.54
2108,4uac,6.54
2109,4w9k,6.54
2110,5cqu,6.54
2111,1dhj,6.55
2112,1hmr,6.55
2113,1hp5,6.55
2114,1n4h,6.55
2115,1yc4,6.55
2116,1yda,6.55
2117,2bok,6.55
2118,2i3v,6.55
2119,2xxr,6.55
2120,3s0e,6.55
2121,4iue,6.55
2122,4og3,6.55
2123,2zq2,6.56
2124,4db7,6.56
2125,4lbu,6.56
2126,1sld,6.57
2127,2fqy,6.57
2128,2hzl,6.57
2129,2pwc,6.57
2130,3ove,6.57
2131,3qox,6.57
2132,3sax,6.57
2133,3tfn,6.57
2134,4fs4,6.57
2135,5er2,6.57
2136,1k1i,6.58
2137,2p7z,6.58
2138,3pb9,6.58
2139,4cd4,6.58
2140,1b58,6.59
2141,1c3e,6.59
2142,1fiv,6.59
2143,1izi,6.59
2144,2e91,6.59
2145,2pvh,6.59
2146,2pwr,6.59
2147,3gs6,6.59
2148,3t8v,6.59
2149,4qnb,6.59
2150,4xas,6.59
2151,1b38,6.60
2152,1g7g,6.60
2153,1jzs,6.60
2154,2euk,6.60
2155,2f7p,6.60
2156,2j4g,6.60
2157,2jdp,6.60
2158,2wly,6.60
2159,3dln,6.60
2160,3ip6,6.60
2161,3lxe,6.60
2162,3v3q,6.60
2163,4dkq,6.60
2164,4h75,6.60
2165,4mr6,6.60
2166,4oc1,6.60
2167,4x8o,6.60
2168,4zzd,6.60
2169,1afk,6.62
2170,1ii5,6.62
2171,2ews,6.62
2172,2j7b,6.62
2173,2jgs,6.62
2174,2vwc,6.62
2175,3ljo,6.62
2176,3ozp,6.62
2177,4btk,6.62
2178,4er1,6.62
2179,4gfo,6.62
2180,4mpn,6.62
2181,4rd0,6.62
2182,2x7t,6.63
2183,2yfe,6.63
2184,3f8f,6.63
2185,4k77,6.63
2186,4lyw,6.63
2187,4xip,6.63
2188,1lcp,6.64
2189,1sln,6.64
2190,2b1g,6.64
2191,2d3z,6.64
2192,2za0,6.64
2193,3b26,6.64
2194,3fee,6.64
2195,2j75,6.65
2196,3mzc,6.65
2197,4yha,6.65
2198,1a4r,6.66
2199,1cps,6.66
2200,1elc,6.66
2201,1o3p,6.66
2202,1pxp,6.66
2203,1wur,6.66
2204,2xj7,6.66
2205,2yz3,6.66
2206,3pwd,6.66
2207,3zj6,6.66
2208,4jv6,6.66
2209,4v27,6.66
2210,3g19,6.67
2211,1c5x,6.68
2212,1mai,6.68
2213,2fqw,6.68
2214,2iwx,6.68
2215,2qbs,6.68
2216,3ie3,6.68
2217,3o75,6.68
2218,3su1,6.68
2219,3zhx,6.68
2220,4ca8,6.68
2221,4ew2,6.68
2222,2jew,6.69
2223,2xn5,6.69
2224,1b0h,6.70
2225,1b3g,6.70
2226,1dfo,6.70
2227,1eld,6.70
2228,1f3e,6.70
2229,1koj,6.70
2230,1nki,6.70
2231,2a5s,6.70
2232,2eum,6.70
2233,2evl,6.70
2234,2oxx,6.70
2235,2py4,6.70
2236,3eko,6.70
2237,3hzk,6.70
2238,3mhi,6.70
2239,3pck,6.70
2240,3pgu,6.70
2241,3t60,6.70
2242,3t64,6.70
2243,4ewn,6.70
2244,4f09,6.70
2245,4io2,6.70
2246,4jyc,6.70
2247,4jz1,6.70
2248,4m13,6.70
2249,4m14,6.70
2250,4o2p,6.70
2251,4qhc,6.70
2252,2f94,6.71
2253,4cd5,6.71
2254,1rbp,6.72
2255,2jdu,6.72
2256,2vpn,6.72
2257,2xc0,6.72
2258,3aqt,6.72
2259,3gst,6.72
2260,3l4v,6.72
2261,3l4z,6.72
2262,4djv,6.72
2263,4flp,6.72
2264,4i74,6.72
2265,4o0a,6.72
2266,1wvj,6.73
2267,4pum,6.73
2268,4r5b,6.73
2269,4w9h,6.73
2270,5am6,6.73
2271,1add,6.74
2272,1usi,6.74
2273,2x91,6.74
2274,2zc9,6.74
2275,2zgx,6.74
2276,3dgo,6.74
2277,3fzy,6.74
2278,3m67,6.74
2279,3oim,6.74
2280,4ca6,6.74
2281,4ew3,6.74
2282,4f9y,6.74
2283,4lxz,6.74
2284,3ikd,6.75
2285,4cwt,6.75
2286,2on6,6.76
2287,1o30,6.77
2288,1o3j,6.77
2289,1om1,6.77
2290,1ony,6.77
2291,1qb1,6.77
2292,3fas,6.77
2293,3fvn,6.77
2294,3m40,6.77
2295,4cwp,6.77
2296,4loi,6.77
2297,4x48,6.77
2298,3gcu,6.78
2299,2rcb,6.79
2300,3su0,6.79
2301,4ogj,6.79
2302,1fl3,6.80
2303,1nq7,6.80
2304,1p1n,6.80
2305,2xhm,6.80
2306,3c88,6.80
2307,3fx6,6.80
2308,3s2v,6.80
2309,4nze,6.80
2310,2uwp,6.81
2311,1drk,6.82
2312,1fhd,6.82
2313,1jeu,6.82
2314,1k1n,6.82
2315,1lrh,6.82
2316,1o38,6.82
2317,1uwf,6.82
2318,2b1i,6.82
2319,2c94,6.82
2320,2oxd,6.82
2321,2pym,6.82
2322,2rfh,6.82
2323,2v8w,6.82
2324,2xyd,6.82
2325,2zq0,6.82
2326,3dx2,6.82
2327,3m3x,6.82
2328,3s75,6.82
2329,3s9t,6.82
2330,4nue,6.82
2331,4qy3,6.82
2332,2xnb,6.83
2333,1bhx,6.84
2334,2y5g,6.84
2335,3ewj,6.84
2336,4kn1,6.84
2337,5cep,6.84
2338,1ele,6.85
2339,1g30,6.85
2340,1lkk,6.85
2341,1os5,6.85
2342,1q72,6.85
2343,1qyg,6.85
2344,1xk9,6.85
2345,1xt8,6.85
2346,3n76,6.85
2347,3pn4,6.85
2348,3s8o,6.85
2349,4k3h,6.85
2350,3aid,6.86
2351,3pyy,6.86
2352,1cgl,6.87
2353,2zcr,6.87
2354,3qin,6.87
2355,3tmk,6.87
2356,4mhz,6.87
2357,4re4,6.87
2358,4rvr,6.87
2359,1xka,6.88
2360,3oe5,6.88
2361,3u3u,6.88
2362,4bco,6.88
2363,1b3f,6.89
2364,1fh8,6.89
2365,1jev,6.89
2366,1sb1,6.89
2367,1uz1,6.89
2368,2bfq,6.89
2369,2dri,6.89
2370,2e92,6.89
2371,2f34,6.89
2372,2r3w,6.89
2373,2vk2,6.89
2374,3hu3,6.89
2375,3jya,6.89
2376,3l4x,6.89
2377,3r4n,6.89
2378,4g4p,6.89
2379,4x8v,6.89
2380,4yik,6.89
2381,1k1l,6.90
2382,3cow,6.90
2383,3gbb,6.90
2384,3uyr,6.90
2385,4zzx,6.90
2386,3evd,6.91
2387,4bcm,6.91
2388,1a9m,6.92
2389,1k6v,6.92
2390,1o2j,6.92
2391,1pkx,6.92
2392,1swr,6.92
2393,2d3u,6.92
2394,2uy0,6.92
2395,3bl0,6.92
2396,3lir,6.92
2397,3r1v,6.92
2398,3uex,6.92
2399,3wto,6.92
2400,4qtl,6.92
2401,2weo,6.93
2402,4f9w,6.94
2403,4rn4,6.94
2404,4xir,6.94
2405,1tcx,6.95
2406,4k9y,6.95
2407,4q4s,6.95
2408,1atr,6.96
2409,1c5c,6.96
2410,1gj8,6.96
2411,1gvw,6.96
2412,1oyq,6.96
2413,1x8j,6.96
2414,3exe,6.96
2415,3pn1,6.96
2416,4cg8,6.96
2417,4i54,6.96
2418,4jyb,6.96
2419,4loh,6.96
2420,4rpn,6.96
2421,3t84,6.97
2422,4nj9,6.97
2423,4xar,6.97
2424,1my4,6.98
2425,3hv8,6.98
2426,3t83,6.98
2427,4att,6.98
2428,3slz,6.99
2429,4bcs,6.99
2430,4fai,6.99
2431,1ch8,7.00
2432,1fki,7.00
2433,1fpc,7.00
2434,1gj6,7.00
2435,1oth,7.00
2436,1zoh,7.00
2437,2gyi,7.00
2438,2j7g,7.00
2439,2wzf,7.00
2440,3bbb,7.00
2441,3drf,7.00
2442,3drg,7.00
2443,3kdm,7.00
2444,3l4y,7.00
2445,3mhm,7.00
2446,3t82,7.00
2447,3wtm,7.00
2448,3wzn,7.00
2449,3zyu,7.00
2450,4b6o,7.00
2451,4dew,7.00
2452,4fcq,7.00
2453,4n3l,7.00
2454,4riv,7.00
2455,5boj,7.00
2456,5fl4,7.00
2457,3nht,7.01
2458,1ypj,7.02
2459,2vwl,7.02
2460,3cdb,7.02
2461,3igp,7.02
2462,3n4b,7.02
2463,3pbb,7.02
2464,1b1h,7.03
2465,2vwm,7.03
2466,4av4,7.03
2467,4ql1,7.03
2468,3mtw,7.04
2469,3wtl,7.04
2470,3wtn,7.04
2471,4p6x,7.04
2472,1b5i,7.05
2473,1xug,7.05
2474,2bq7,7.05
2475,2jxr,7.05
2476,2wer,7.05
2477,3ahn,7.05
2478,3aho,7.05
2479,3i4y,7.05
